"Sales
 Rank",Segment,Make,Model,Bodystyle,Category,12 Month Average,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25
219,PU/CC 4X4,Mazda,BT-50,Extended Cab Chassis,Model Launch,,,,,,,,,,,,,,,,,,Tech Change,,,,,,,,,
220,Light Buses => 20 Seats,Toyota,Coaster,Bus,Sales,46,37,23,17,26,15,9,9,14,18,60,31,20,22,22,20,20,14,27,26,44,57,63,127,85,52,
220,Light Buses => 20 Seats,Toyota,Coaster,Bus,Segment Share,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,
220,Light Buses => 20 Seats,Toyota,Coaster,Bus,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Light Buses => 20 Seats,Toyota,Coaster,Bus,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Light Buses => 20 Seats,Toyota,Coaster,Bus,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Light Buses => 20 Seats,Toyota,Coaster,Bus,High RRP,"$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180","$142,180"
220,Light Buses => 20 Seats,Toyota,Coaster,Bus,Low RRP,"$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000","$135,000"
220,Light Buses => 20 Seats,Toyota,Coaster,Bus,Model Launch,,,,,,,,,,,,,Limited Edition,,,,,,,,,,,,,,
221,SUV Medium > $60K,Volkswagen,ID. 5,SUV,Sales,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,59,22,2,1,30,52,
221,SUV Medium > $60K,Volkswagen,ID. 5,SUV,Segment Share,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.15%,1.32%,0.65%,0.05%,0.02%,0.78%,1.51%,
221,SUV Medium > $60K,Volkswagen,ID. 5,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,Servicing,Servicing
221,SUV Medium > $60K,Volkswagen,ID. 5,SUV,High CPV,"$2,280",,,,,,,,,,,,,,,,,,,,,,,,,"$2,280","$2,280"
221,SUV Medium > $60K,Volkswagen,ID. 5,SUV,Low CPV,"$2,280",,,,,,,,,,,,,,,,,,,,,,,,,"$2,280",
221,SUV Medium > $60K,Volkswagen,ID. 5,SUV,High RRP,"$72,990",,,,,,,,,,,,,,,,,,,"$72,990","$72,990","$72,990","$72,990","$72,990","$72,990","$72,990","$72,990"
221,SUV Medium > $60K,Volkswagen,ID. 5,SUV,Low RRP,"$67,276",,,,,,,,,,,,,,,,,,,"$72,990","$72,990","$72,990","$62,990","$62,990","$62,990","$62,990","$62,990"
221,SUV Medium > $60K,Volkswagen,ID. 5,SUV,Model Launch,,,,,,Tech Change,,,,,,,,,,,,,,,,,Facelift,,,New Variant,
222,SUV Light,Suzuki,Ignis,SUV,Sales,100,176,158,180,165,124,170,179,191,170,171,116,109,138,160,136,154,121,83,92,86,63,75,114,68,51,
222,SUV Light,Suzuki,Ignis,SUV,Segment Share,2.10%,4.72%,3.48%,4.44%,3.69%,3.38%,3.66%,3.50%,4.34%,4.04%,4.10%,2.82%,2.77%,2.67%,2.95%,2.60%,2.99%,2.67%,1.79%,1.98%,1.81%,1.62%,1.66%,2.24%,1.58%,1.25%,
222,SUV Light,Suzuki,Ignis,SUV,Retail Offer,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,,Reduced Price,Reduced Price,Reduced Price,Reduced Price,Reduced Price,Reduced Price,Reduced Price,Servicing,Reduced Price,Reduced Price,Driveaway,Driveaway,Driveaway,Driveaway
222,SUV Light,Suzuki,Ignis,SUV,High CPV,$986,"$1,965","$1,965","$1,965","$1,965","$1,965","$1,965","$1,965","$2,995","$2,995","$2,995","$2,995",,$500,$500,$500,$500,$500,$500,$500,"$1,755",$500,$500,"$2,025","$2,025","$2,025","$2,025"
222,SUV Light,Suzuki,Ignis,SUV,Low CPV,$500,$500,$500,"$1,000","$1,000","$1,000","$1,000","$1,965","$2,995",$500,$500,$500,,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,
222,SUV Light,Suzuki,Ignis,SUV,High RRP,"$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990","$27,990"
222,SUV Light,Suzuki,Ignis,SUV,Low RRP,"$21,490","$20,490","$20,490","$20,490","$20,490","$20,490","$20,490","$20,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490","$21,490"
222,SUV Light,Suzuki,Ignis,SUV,Model Launch,,,New Variant,,,,,,,,,,,,,,,,,,,,,,,,
223,LD 3501-8000 kgs GVM,Fiat,Ducato,Van,Sales,61,47,68,47,61,39,29,26,25,63,65,48,66,75,150,81,43,9,69,49,71,56,59,27,61,51,
223,LD 3501-8000 kgs GVM,Fiat,Ducato,Van,Segment Share,5.74%,4.65%,6.60%,5.50%,5.96%,4.92%,3.75%,2.74%,2.56%,5.85%,5.38%,3.65%,6.38%,6.39%,11.94%,7.00%,3.85%,0.93%,8.23%,5.74%,6.24%,5.94%,5.22%,2.00%,6.44%,5.35%,
223,LD 3501-8000 kgs GVM,Fiat,Ducato,Van,Retail Offer,,,,,,,,,,,Driveaway,Driveaway,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,,,Driveaway,Driveaway,Driveaway
223,LD 3501-8000 kgs GVM,Fiat,Ducato,Van,High CPV,"$7,970",,,,,,,,,,"$6,182","$6,182",,"$6,182","$6,182","$5,927","$5,927","$5,927","$5,927","$6,182","$6,182","$9,182",,,"$14,132","$14,132","$14,132"
223,LD 3501-8000 kgs GVM,Fiat,Ducato,Van,Low CPV,"$6,713",,,,,,,,,,"$5,927","$5,927",,"$5,927","$5,927","$5,927","$5,927","$5,927","$5,927","$3,000","$3,000","$9,132",,,"$11,182","$11,182",
223,LD 3501-8000 kgs GVM,Fiat,Ducato,Van,High RRP,"$64,827","$60,700","$60,700","$60,700","$60,700","$64,828","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827","$64,827"
223,LD 3501-8000 kgs GVM,Fiat,Ducato,Van,Low RRP,$0,"$54,150","$54,150","$54,150","$54,150","$57,832","$57,832","$57,832","$57,832",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
223,LD 3501-8000 kgs GVM,Fiat,Ducato,Van,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,SUV Upper Large > $120K,Mercedes-Benz,G-Class,SUV,Sales,37,46,45,45,47,39,31,42,44,46,34,27,25,31,26,37,29,49,32,34,31,24,35,46,53,51,
224,SUV Upper Large > $120K,Mercedes-Benz,G-Class,SUV,Segment Share,8.21%,11.22%,12.43%,12.20%,15.16%,11.27%,12.65%,14.58%,14.67%,14.38%,10.73%,6.73%,5.76%,7.54%,5.78%,6.14%,5.58%,9.61%,9.91%,9.97%,8.20%,5.48%,7.13%,9.47%,10.70%,10.50%,
224,SUV Upper Large > $120K,Mercedes-Benz,G-Class,SUV,Retail Offer,,,,Limited Edition;Finance,Limited Edition;Finance,Limited Edition;Finance,Demonstrator;Servicing,Demonstrator;Servicing,Limited Edition;Finance,Limited Edition;Finance,Limited Edition;Finance,Limited Edition;Finance,,,Cash Back,Demonstrator;Servicing,Finance,Cash Back;Servicing,,Demonstrator;On-Roads,,,,,,,
224,SUV Upper Large > $120K,Mercedes-Benz,G-Class,SUV,High CPV,"$13,299",,,"$16,616","$13,747","$18,110","$1,140","$1,140","$4,155","$4,392","$7,047","$7,435",,,"$11,700","$1,140","$1,000","$32,540",,"$20,114",,,,,,,
224,SUV Upper Large > $120K,Mercedes-Benz,G-Class,SUV,Low CPV,"$3,140",,,"$2,681","$2,221","$2,920","$1,140","$1,140","$1,140","$2,825","$3,008","$3,032",,,"$11,700","$1,000","$1,000","$1,000",,"$1,000",,,,,,,
224,SUV Upper Large > $120K,Mercedes-Benz,G-Class,SUV,High RRP,"$413,561","$394,991","$394,991","$394,991","$394,991","$394,991","$394,991","$394,991","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561","$413,561"
224,SUV Upper Large > $120K,Mercedes-Benz,G-Class,SUV,Low RRP,"$251,683","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$253,600","$249,000","$249,000","$249,000","$249,000","$249,000","$214,900"
224,SUV Upper Large > $120K,Mercedes-Benz,G-Class,SUV,Model Launch,,,,,,,,,,New Model,,,,,,,,,,,,,,,,,
225,Medium > $60K,Audi,A5,Sedan,Sales,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,82,50,51,
225,Medium > $60K,Audi,A5,Sedan,Segment Share,3.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,11.01%,11.52%,8.25%,9.43%,
225,Medium > $60K,Audi,A5,Sedan,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Medium > $60K,Audi,A5,Sedan,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Medium > $60K,Audi,A5,Sedan,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Medium > $60K,Audi,A5,Sedan,High RRP,"$103,233",,,,,,,,,,,,,,,,,,,,"$79,900","$79,900","$114,900","$114,900","$114,900","$114,900","$114,900"
225,Medium > $60K,Audi,A5,Sedan,Low RRP,"$79,900",,,,,,,,,,,,,,,,,,,,"$79,900","$79,900","$79,900","$79,900","$79,900","$79,900","$79,900"
225,Medium > $60K,Audi,A5,Sedan,Model Launch,,,New Variant,,,,,,,,,,,,,,,,,,,,,New Variant,,Tech Change,
226,SUV Medium > $60K,BMW,X4,SUV,Sales,45,59,59,90,63,41,44,32,46,71,82,99,86,76,83,44,74,75,20,23,25,17,47,40,44,50,
226,SUV Medium > $60K,BMW,X4,SUV,Segment Share,1.36%,0.95%,0.82%,2.28%,0.99%,0.96%,1.68%,0.68%,0.65%,1.89%,1.80%,1.50%,2.92%,2.64%,3.19%,1.67%,2.39%,2.02%,0.66%,0.68%,0.55%,0.51%,1.10%,0.91%,1.14%,1.45%,
226,SUV Medium > $60K,BMW,X4,SUV,Retail Offer,,,,,,,,,,,,Demonstrator,Finance,Finance,Finance,Finance,Finance,Finance,,Demonstrator,,,,,Accessory,Accessory,Gift Card
226,SUV Medium > $60K,BMW,X4,SUV,High CPV,"$5,356",,,,,,,,,,,"$5,000","$2,419","$2,430","$2,419","$2,400","$2,551","$2,419",,"$5,000",,,,,"$11,350","$11,350",$250
226,SUV Medium > $60K,BMW,X4,SUV,Low CPV,"$3,708",,,,,,,,,,,"$5,000","$1,616","$1,624","$1,616",,,"$1,616",,,,,,,"$11,350",$250,
226,SUV Medium > $60K,BMW,X4,SUV,High RRP,"$187,183","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$185,200","$188,600","$188,600","$188,600","$188,600","$188,600","$188,600","$188,600","$188,600"
226,SUV Medium > $60K,BMW,X4,SUV,Low RRP,"$96,867","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$95,700","$97,700","$97,700","$97,700","$97,700","$97,700","$97,700","$97,700","$97,700"
226,SUV Medium > $60K,BMW,X4,SUV,Model Launch,,,,,,,,,,,,,,,,,New Model,,,,,,,,,,
227,SUV Medium > $60K,Cupra,Terramar,SUV,Sales,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,50,
227,SUV Medium > $60K,Cupra,Terramar,SUV,Segment Share,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.94%,1.06%,1.46%,
227,SUV Medium > $60K,Cupra,Terramar,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,Servicing,,
227,SUV Medium > $60K,Cupra,Terramar,SUV,High CPV,"$1,140",,,,,,,,,,,,,,,,,,,,,,,,"$1,140",,
227,SUV Medium > $60K,Cupra,Terramar,SUV,Low CPV,"$1,140",,,,,,,,,,,,,,,,,,,,,,,,"$1,140",,
227,SUV Medium > $60K,Cupra,Terramar,SUV,High RRP,"$68,200",,,,,,,,,,,,,,,,,,,,,,,,"$68,200","$68,200","$68,200"
227,SUV Medium > $60K,Cupra,Terramar,SUV,Low RRP,"$53,990",,,,,,,,,,,,,,,,,,,,,,,,"$53,990","$53,990","$53,990"
227,SUV Medium > $60K,Cupra,Terramar,SUV,Model Launch,,,,,Limited Edition,,,,,,,,,,,,,,,,,,,,,New Model,
228,Sports < $90K,Subaru,BRZ,Coupe,Sales,68,164,158,113,95,79,96,103,80,74,105,108,70,67,62,67,67,81,73,62,75,66,89,72,53,49,
228,Sports < $90K,Subaru,BRZ,Coupe,Segment Share,11.57%,31.91%,35.11%,23.99%,26.61%,25.15%,31.68%,37.74%,28.46%,34.75%,37.09%,52.68%,35.71%,13.16%,14.28%,11.98%,19.54%,12.85%,15.47%,10.69%,9.62%,8.69%,8.96%,9.70%,7.71%,9.36%,
228,Sports < $90K,Subaru,BRZ,Coupe,Retail Offer,,,Demonstrator;Servicing,Demonstrator;Servicing,Accessory;Roadside Assist,,Pack;Gift Card,Pack;Gift Card,,,Fuel Card;On-Roads;Roadside Assist,Pack,Pack,,,Fuel Card,,,Driveaway,Driveaway,Driveaway,,,,,,Pack
228,Sports < $90K,Subaru,BRZ,Coupe,High CPV,"$1,285",,$760,$760,"$1,500",,"$4,500","$4,500",,,"$2,350","$3,850","$3,850",,,$750,,,"$1,464","$1,464","$1,464",,,,,,"$3,939"
228,Sports < $90K,Subaru,BRZ,Coupe,Low CPV,"$1,268",,$760,$760,$760,,"$4,500","$4,500",,,"$2,350","$2,350",$190,,,$750,,,"$1,440","$1,440","$1,440",,,,,,
228,Sports < $90K,Subaru,BRZ,Coupe,High RRP,"$49,898","$46,890","$46,890","$46,890","$46,890","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$49,690","$50,190","$50,190","$50,190","$50,190","$50,190","$50,190"
228,Sports < $90K,Subaru,BRZ,Coupe,Low RRP,"$43,090","$40,290","$40,290","$40,290","$40,290","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090","$43,090"
228,Sports < $90K,Subaru,BRZ,Coupe,Model Launch,,,,,,,,,,,,,Tech Change,,,,,,,,,,,,,Tech Change,
229,PU/CC 4X2,Mazda,BT-50,Dual Cab Chassis,Sales,21,47,60,54,53,60,46,59,48,48,62,34,20,11,8,6,5,1,1,12,36,19,49,39,23,48,
229,PU/CC 4X2,Mazda,BT-50,Dual Cab Chassis,Segment Share,1.00%,1.63%,2.30%,2.08%,1.87%,2.68%,2.20%,2.39%,2.11%,2.08%,2.62%,1.39%,1.00%,0.52%,0.36%,0.28%,0.25%,0.06%,0.06%,0.72%,1.86%,1.12%,2.35%,1.55%,1.14%,2.30%,
229,PU/CC 4X2,Mazda,BT-50,Dual Cab Chassis,Retail Offer,,,,,On-Roads,,,,Factory Bonus,Factory Bonus,,,,,,,,,,Factory Bonus,,,,,,,
229,PU/CC 4X2,Mazda,BT-50,Dual Cab Chassis,High CPV,"$1,500",,,,"$2,314",,,,"$2,000","$1,200",,,,,,,,,,"$1,500",,,,,,,
229,PU/CC 4X2,Mazda,BT-50,Dual Cab Chassis,Low CPV,"$1,500",,,,"$2,314",,,,,,,,,,,,,,,"$1,500",,,,,,,
229,PU/CC 4X2,Mazda,BT-50,Dual Cab Chassis,High RRP,"$49,236","$48,803","$48,803","$48,803","$48,803","$48,803","$48,803","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$48,953","$49,632","$49,632","$49,632","$49,632","$49,632","$49,632"
229,PU/CC 4X2,Mazda,BT-50,Dual Cab Chassis,Low RRP,"$46,427","$45,910","$45,910","$45,910","$45,910","$45,910","$45,910","$46,060","$46,060","$46,060","$46,060","$46,060","$46,060","$46,060","$46,060","$46,060","$46,060","$46,060","$46,610","$46,610","$46,610","$46,610","$46,610","$46,610","$46,610","$46,610","$46,610"
229,PU/CC 4X2,Mazda,BT-50,Dual Cab Chassis,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,New Model,
230,PU/CC 4X4,LDV,Terron 9,Dual Cab Pick Up,Sales,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,102,48,
230,PU/CC 4X4,LDV,Terron 9,Dual Cab Pick Up,Segment Share,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.59%,0.26%,
230,PU/CC 4X4,LDV,Terron 9,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,Driveaway,Driveaway,Driveaway
230,PU/CC 4X4,LDV,Terron 9,Dual Cab Pick Up,High CPV,"$3,342",,,,,,,,,,,,,,,,,,,,,,,,"$2,000","$4,684","$4,947"
230,PU/CC 4X4,LDV,Terron 9,Dual Cab Pick Up,Low CPV,"$2,000",,,,,,,,,,,,,,,,,,,,,,,,,"$2,000",
230,PU/CC 4X4,LDV,Terron 9,Dual Cab Pick Up,High RRP,"$56,972",,,,,,,,,,,,,,,,,,,,,,,"$55,990","$55,990","$58,937","$58,937"
230,PU/CC 4X4,LDV,Terron 9,Dual Cab Pick Up,Low RRP,"$51,885",,,,,,,,,,,,,,,,,,,,,,,"$50,990","$50,990","$53,674","$53,674"
230,PU/CC 4X4,LDV,Terron 9,Dual Cab Pick Up,Model Launch,,,,,,,,,,,,New Variant,,,,,,,,,,,,,,Facelift,Facelift
231,Sports > $90K,Mercedes-Benz,CLE-Class Coupe,Coupe,Sales,53,0,0,0,0,0,2,0,6,1,50,67,41,43,31,55,33,36,34,65,91,53,48,62,86,46,
231,Sports > $90K,Mercedes-Benz,CLE-Class Coupe,Coupe,Segment Share,15.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.66%,0.00%,1.48%,0.35%,10.77%,11.75%,9.52%,11.29%,7.11%,11.75%,7.51%,9.58%,14.23%,20.51%,31.16%,17.67%,12.73%,17.50%,26.06%,14.11%,
231,Sports > $90K,Mercedes-Benz,CLE-Class Coupe,Coupe,Retail Offer,,,,,,,,,,,,,,,,Finance,Finance,Finance,,Demonstrator;On-Roads,Finance,Finance,,,Finance,Finance,Finance
231,Sports > $90K,Mercedes-Benz,CLE-Class Coupe,Coupe,High CPV,"$2,941",,,,,,,,,,,,,,,"$1,000","$1,000","$1,000",,"$5,528","$5,000","$5,000",,,"$2,500","$2,500","$2,500"
231,Sports > $90K,Mercedes-Benz,CLE-Class Coupe,Coupe,Low CPV,"$2,375",,,,,,,,,,,,,,,"$1,000","$1,000","$1,000",,"$1,000","$5,000","$5,000",,,"$2,500","$2,500",
231,Sports > $90K,Mercedes-Benz,CLE-Class Coupe,Coupe,High RRP,"$141,481",,,,,,,,,,"$124,900","$124,900","$124,900","$123,815","$123,815","$123,815","$123,815","$123,815","$123,815","$125,300","$158,900","$158,900","$158,900","$158,900","$158,900","$158,900","$158,900"
231,Sports > $90K,Mercedes-Benz,CLE-Class Coupe,Coupe,Low RRP,"$103,565",,,,,,,,,,"$103,900","$103,900","$103,900","$102,815","$102,815","$102,815","$102,815","$102,815","$102,815","$104,100","$104,100","$104,100","$104,100","$104,100","$104,100","$104,100","$104,100"
231,Sports > $90K,Mercedes-Benz,CLE-Class Coupe,Coupe,Model Launch,,,,,,,,,,,,,,,New Model,,,New Variant,,,,,,,,,
232,PU/CC 4X2,Kia,Tasman,Dual Cab Pick Up,Sales,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,46,
232,PU/CC 4X2,Kia,Tasman,Dual Cab Pick Up,Segment Share,0.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.32%,1.48%,2.21%,
232,PU/CC 4X2,Kia,Tasman,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,
232,PU/CC 4X2,Kia,Tasman,Dual Cab Pick Up,High CPV,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,"$1,000",
232,PU/CC 4X2,Kia,Tasman,Dual Cab Pick Up,Low CPV,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,"$1,000",
232,PU/CC 4X2,Kia,Tasman,Dual Cab Pick Up,High RRP,"$43,550",,,,,,,,,,,,,,,,,,,,,"$42,990","$43,690","$43,690","$43,690","$43,690","$43,690"
232,PU/CC 4X2,Kia,Tasman,Dual Cab Pick Up,Low RRP,"$42,990",,,,,,,,,,,,,,,,,,,,,"$42,990","$42,990","$42,990","$42,990","$42,990","$42,990"
232,PU/CC 4X2,Kia,Tasman,Dual Cab Pick Up,Model Launch,,,Tech Change,,Facelift,,,,,,,,,,,,,,,,Tech Change,,,,,,
233,PU/CC 4X2,GWM,Cannon,Single Cab Chassis,Sales,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,
233,PU/CC 4X2,GWM,Cannon,Single Cab Chassis,Segment Share,0.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.58%,2.21%,
233,PU/CC 4X2,GWM,Cannon,Single Cab Chassis,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash Back
233,PU/CC 4X2,GWM,Cannon,Single Cab Chassis,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000"
233,PU/CC 4X2,GWM,Cannon,Single Cab Chassis,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PU/CC 4X2,GWM,Cannon,Single Cab Chassis,High RRP,"$35,490",,,,,,,,,,,,,,,,,,,,,"$35,490","$35,490","$35,490","$35,490","$35,490","$35,490"
233,PU/CC 4X2,GWM,Cannon,Single Cab Chassis,Low RRP,"$35,490",,,,,,,,,,,,,,,,,,,,,"$35,490","$35,490","$35,490","$35,490","$35,490","$35,490"
233,PU/CC 4X2,GWM,Cannon,Single Cab Chassis,Model Launch,,,,,,,Tech Change,,,,,,,,,,,,,,,,,New Model,,,
234,Vans/CC <= 2.5t,Peugeot,Partner,Van,Sales,37,62,26,34,30,64,46,52,56,50,43,35,21,39,27,41,42,41,43,28,39,26,20,54,37,45,
234,Vans/CC <= 2.5t,Peugeot,Partner,Van,Segment Share,30.07%,50.81%,26.00%,22.08%,32.26%,52.47%,42.99%,53.61%,53.84%,35.21%,33.86%,24.83%,19.10%,30.95%,22.88%,29.08%,35.29%,41.84%,41.34%,19.59%,28.06%,27.09%,16.39%,35.29%,29.84%,34.09%,
234,Vans/CC <= 2.5t,Peugeot,Partner,Van,Retail Offer,,,,,,,,,,,,Driveaway,Driveaway,Driveaway,Driveaway,,,Driveaway,Driveaway,Driveaway,Driveaway,,Cash Back,Cash Back,Reduced Price,Reduced Price,Reduced Price
234,Vans/CC <= 2.5t,Peugeot,Partner,Van,High CPV,"$9,324",,,,,,,,,,,"$15,150","$15,150","$15,150","$15,150",,,"$15,150","$15,150","$15,150","$15,150",,"$1,500","$1,500","$2,584","$2,584","$2,584"
234,Vans/CC <= 2.5t,Peugeot,Partner,Van,Low CPV,"$9,269",,,,,,,,,,,"$15,150","$15,150","$15,150","$15,150",,,"$15,150","$15,150","$15,150","$15,150",,"$1,500","$1,500","$2,336","$2,336",
234,Vans/CC <= 2.5t,Peugeot,Partner,Van,High RRP,"$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990"
234,Vans/CC <= 2.5t,Peugeot,Partner,Van,Low RRP,"$32,990","$28,340","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990","$32,990"
234,Vans/CC <= 2.5t,Peugeot,Partner,Van,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Medium > $60K,Mercedes-Benz,CLA-Class,Coupe,Sales,45,49,23,37,57,57,69,60,64,57,83,89,57,62,57,56,44,39,42,34,32,45,41,48,55,45,
235,Medium > $60K,Mercedes-Benz,CLA-Class,Coupe,Segment Share,7.41%,2.17%,0.98%,1.64%,2.82%,2.81%,4.10%,1.33%,2.33%,2.94%,2.60%,2.89%,6.41%,8.54%,7.88%,8.52%,7.07%,5.91%,8.60%,6.47%,5.40%,8.79%,6.18%,6.74%,9.10%,8.30%,
235,Medium > $60K,Mercedes-Benz,CLA-Class,Coupe,Retail Offer,,,,On-Roads,On-Roads,On-Roads,Demonstrator;Servicing,Demonstrator;Servicing,Finance,Cash Back,Cash Back,Cash Back,,,,Demonstrator;Servicing,Cash Back;Servicing,Cash Back;Servicing,,Demonstrator;On-Roads,,,,,Finance,Finance,Finance
